idd,journal,year,author,name,Short-Id
6455,Journal of Political Economy,2013.0,pietro veronesi,,
6456,Review of Economic Studies,2000.0,pietro veronesi,,
6457,American Economic Review,2009.0,pietro veronesi,,
6458,Journal of Political Economy,2004.0,pietro veronesi,,
6459,American Economic Review,2018.0,pietro veronesi,,
6460,Journal of Political Economy,2009.0,pietro vertova,,
6461,Journal of Political Economy,2007.0,pinar karaca-mandic,,
6462,Journal of Political Economy,2006.0,pinar karaca-mandic,,
6468,Journal of Political Economy,2019.0,piotr dworczak,,
6469,The Quarterly Journal of Economics,2005.0,piotr eliasz,,
6470,Review of Economic Studies,2001.0,piyabha kongsamut,,
6471,Econometrica,2001.0,"plott, charles r",,
6472,American Economic Review,2000.0,pok-sang lam,,
6473,American Economic Review,2017.0,pol antràs,,
6474,Journal of Political Economy,2015.0,pol antràs,,
6475,American Economic Review,2005.0,pol antràs,,
6476,Journal of Political Economy,2019.0,pol antràs,,
6477,The Quarterly Journal of Economics,2006.0,pol antràs,,
6478,The Quarterly Journal of Economics,2003.0,pol antràs,,
6479,The Quarterly Journal of Economics,2009.0,pol antràs,,
6480,Econometrica,2013.0,pol antràs,,
6481,The Quarterly Journal of Economics,2011.0,pol antràs,,
6482,American Economic Review,2007.0,pol antràs,,
6483,American Economic Review,2012.0,pol antrã s,,
6484,Journal of Political Economy,2009.0,pol antrã s,,
6485,Journal of Political Economy,2000.0,pramila krishnan,,
6487,Journal of Political Economy,2004.0,pravin krishna,,
6488,American Economic Review,2004.0,priyanka pandey,,
6489,Econometrica,2004.0,péter esö,,
6490,Review of Economic Studies,2012.0,péter kondor,,
6491,Econometrica,2016.0,péter kondor,,
6492,American Economic Review,2019.0,qi liu,,
6493,American Economic Review,2017.0,qing gong,,
6494,Review of Economic Studies,2011.0,qingmin liu,,
6495,Econometrica,2014.0,qingmin liu,,
6496,Econometrica,2013.0,qingmin liu,,
6497,Journal of Political Economy,2017.0,qingmin liu,,
6498,Review of Economic Studies,2016.0,qingmin liu,,
6499,American Economic Review,2019.0,qingmin liu,,
6500,Econometrica,2003.0,qiwei yao,,
6506,Econometrica,2000.0,quang vuong,,
6507,Journal of Political Economy,2018.0,quang vuong,,
6508,Econometrica,2011.0,quang vuong,,
6509,Econometrica,2009.0,quang vuong,,
6512,Econometrica,2004.0,r. goldstein,,
6513,Econometrica,2002.0,r. guesnerie,,
6514,The Quarterly Journal of Economics,2013.0,r. jason faberman,,
6519,American Economic Review,2002.0,r. robert russell,,
6520,Econometrica,2014.0,r. vijay krishna,,
6521,American Economic Review,2004.0,r.a. somerville,,
6522,American Economic Review,2014.0,r?diger bachmann,,
6523,Econometrica,2011.0,rabee tourky,,
6524,American Economic Review,2001.0,rachel e. kranton,,
6525,The Quarterly Journal of Economics,2000.0,rachel e. kranton,,
6526,Journal of Political Economy,2018.0,rachel heath,,
6527,American Economic Review,2014.0,rachel kranton,,
6528,American Economic Review,2008.0,rachel kranton,,
6529,The Quarterly Journal of Economics,2005.0,rachel m. mccleary,,
6530,American Economic Review,2017.0,rafael dix-carneiro,,
6532,Review of Economic Studies,2003.0,rafael rob,,
6533,Journal of Political Economy,2005.0,rafael rob,,
6534,American Economic Review,2007.0,rafael wouters,,
6535,Econometrica,2004.0,raghabendra chattopadhyay,,
6536,The Quarterly Journal of Economics,2009.0,raghabendra chattopadhyay,,
6538,Econometrica,2006.0,rahul savani,,
6539,American Economic Review,2000.0,rainer klump,,
6540,American Economic Review,2010.0,rajiv sarin,,
6541,Econometrica,2004.0,rajiv sarin,,
6542,American Economic Review,2012.0,rajkamal iyer,,
6543,American Economic Review,2013.0,rajna gibson,,
6544,American Economic Review,2016.0,rajshri jayaraman,,
6545,Journal of Political Economy,2015.0,rajshri jayaraman,,
6546,The Quarterly Journal of Economics,2019.0,rakesh rajani,,
6547,Econometrica,2009.0,rakesh v. vohra,,
6548,Econometrica,2009.0,rakesh v. vohra,,
6549,American Economic Review,2018.0,rakesh vohra,,
6550,The Quarterly Journal of Economics,2017.0,ralf r. meisenzahl,,
6551,American Economic Review,2012.0,ralph koijen,,
6552,Journal of Political Economy,2019.0,ralph s. j. koijen,,
6553,American Economic Review,2015.0,ralph s. j. koijen,,
6554,Econometrica,2016.0,ralph s. j. koijen,,
6555,Econometrica,2016.0,ralph s. j. koijen,,
6556,American Economic Review,2016.0,ralph s. j. koijen,,
6558,American Economic Review,2011.0,randall d. cebul,,
6560,The Quarterly Journal of Economics,2005.0,randolph b. cohen,,
6562,Review of Economic Studies,2013.0,raphael boleslavsky,,
6563,Review of Economic Studies,2019.0,raphael corbi,,
6565,Econometrica,2015.0,raphaël franck,,
6566,Journal of Political Economy,2019.0,raphaël parchet,,
6567,The Quarterly Journal of Economics,2001.0,raquel fernández,,
6568,American Economic Review,2013.0,raquel fernández,,
6569,The Quarterly Journal of Economics,2005.0,raquel fernández,,
6570,The Quarterly Journal of Economics,2004.0,raquel fernández,,
6571,American Economic Review,2014.0,rasmus j?rgensen,,
6572,Econometrica,2019.0,ravi jagadeesan,,
6573,Review of Economic Studies,2012.0,ray fisman,,
6574,American Economic Review,2014.0,ray rees,,
6575,Econometrica,2012.0,raymond deneckere,,
6576,Econometrica,2006.0,raymond deneckere,,
6577,American Economic Review,2018.0,raymond kluender,,
6578,Journal of Political Economy,2010.0,raymond owens,,
6579,Review of Economic Studies,2011.0,razvan vlaicu,,
6580,Journal of Political Economy,2020.0,raúl sánchez de la sierra,,
6581,American Economic Review,2001.0,rebecca achee thornton,,
6582,American Economic Review,2019.0,rebecca dizon-ross,,
6584,Review of Economic Studies,2018.0,rebecca lessem,,
6585,American Economic Review,2018.0,reed walker,,
6586,American Economic Review,2015.0,reed walker,,
6587,American Economic Review,2005.0,refet s. gürkaynak,,
6588,American Economic Review,2002.0,reinhilde veugelers,,
6589,Econometrica,2017.0,renaud bourlès,,
6590,Review of Economic Studies,2019.0,rene saran,,
6591,American Economic Review,2017.0,renzo massari,,
6592,Econometrica,2010.0,renè caldentey,,
6593,Econometrica,2012.0,rené kirkegaard,,
6594,Review of Economic Studies,2010.0,renée adams,,
6595,American Economic Review,2008.0,reshmaan n. hussam,,
6596,Journal of Political Economy,2015.0,rewat thamma-apiroam,,
6597,Journal of Political Economy,2004.0,reza baqir,,
6598,Journal of Political Economy,2002.0,reza baqir,,
6599,American Economic Review,2018.0,ric colacito,,
6627,Review of Economic Studies,2007.0,richard d. mckelvey,,
6629,American Economic Review,2005.0,richard engelbrecht-wiggans,,
6635,American Economic Review,2002.0,rick geddes,,
6636,Review of Economic Studies,2004.0,rinku murgai,,
6637,Journal of Political Economy,2016.0,ririn purnamasari,,
6638,The Quarterly Journal of Economics,2010.0,robb b. rutledge,,
6645,The Quarterly Journal of Economics,2016.0,robert akerlof,,
6648,Journal of Political Economy,2002.0,"robert b. ekelund, jr.",,
6678,Review of Economic Studies,2007.0,robert earle,,
6693,Econometrica,2003.0,robert j. vanderbei,,
6694,The Quarterly Journal of Economics,2009.0,robert jensen,,
6695,The Quarterly Journal of Economics,2010.0,robert jensen,,
6696,American Economic Review,2018.0,robert jensen,,
6697,Review of Economic Studies,2019.0,robert jensen,,
6698,The Quarterly Journal of Economics,2007.0,robert jensen,,
6699,The Quarterly Journal of Economics,2012.0,robert jensen,,
6700,The Quarterly Journal of Economics,2015.0,robert jensen,,
6702,American Economic Review,2014.0,robert koopman,,
6703,American Economic Review,2002.0,robert kurzban,,
6705,Journal of Political Economy,2004.0,robert m. costrell,,
6709,Econometrica,2016.0,robert mcmillan,,
6710,Journal of Political Economy,2007.0,robert mcmillan,,
6717,Econometrica,2002.0,robert p. sherman,,
6719,Journal of Political Economy,2017.0,robert s. brown,,
6720,Econometrica,2014.0,robert sherman,,
6721,American Economic Review,2008.0,robert t. jensen,,
6731,American Economic Review,2010.0,robert östling,,
6732,The Quarterly Journal of Economics,2016.0,robert östling,,
6733,American Economic Review,2017.0,robert östling,,
6734,American Economic Review,2008.0,roberta dessí,,
6735,Econometrica,2008.0,roberto c. raimondo,,
6737,American Economic Review,2014.0,roberto motto,,
6739,Econometrica,2017.0,roberto renò,,
6741,The Quarterly Journal of Economics,2015.0,robin greenwood,,
6743,Econometrica,2006.0,rod garratt,,
6747,American Economic Review,2017.0,rodrigo adao,,
6748,The Quarterly Journal of Economics,2019.0,rodrigo adão,,
6749,Econometrica,2018.0,rodrigo novinski,,
6750,The Quarterly Journal of Economics,2001.0,roger guesnerie,,
6754,American Economic Review,2001.0,rohan pitchford,,
6755,Review of Economic Studies,2012.0,rohan pitchford,,
6756,The Quarterly Journal of Economics,2002.0,roland bénabou,,
6757,The Quarterly Journal of Economics,2006.0,roland bénabou,,
6758,Journal of Political Economy,2016.0,roland bénabou,,
6759,American Economic Review,2006.0,roland bénabou,,
6760,Review of Economic Studies,2013.0,roland bénabou,,
6761,Review of Economic Studies,2003.0,roland bénabou,,
6762,The Quarterly Journal of Economics,2011.0,roland bénabou,,
6768,Journal of Political Economy,2015.0,roland g. fryer jr.,,
6769,Journal of Political Economy,2013.0,roland g. fryer jr.,,
6770,Journal of Political Economy,2019.0,roland g. fryer jr.,,
6771,The Quarterly Journal of Economics,2014.0,"roland g. fryer, jr.",,
6772,American Economic Review,2001.0,roland portait,,
6773,Journal of Political Economy,2003.0,"rolnick, arthur j.",,
6774,The Quarterly Journal of Economics,2008.0,romain rancière,,
6775,American Economic Review,2015.0,romain rancière,,
6776,Review of Economic Studies,2013.0,roman liesenfeld,,
6777,Econometrica,2001.0,"romano, joseph p",,
6778,Econometrica,2013.0,ron holzman,,
6781,Econometrica,2006.0,ron lavi,,
6782,American Economic Review,2004.0,ron shachar,,
6785,American Economic Review,2004.0,ronald i. miller,,
6786,Journal of Political Economy,2011.0,ronald l. goettler,,
6787,American Economic Review,2015.0,ronny razin,,
6788,Econometrica,2007.0,ronny razin,,
6789,Econometrica,2003.0,ronny razin,,
6790,American Economic Review,2006.0,ronny razin,,
6797,Review of Economic Studies,2010.0,rosario crinò,,
6798,Review of Economic Studies,2019.0,rose khattar,,
6799,Journal of Political Economy,2007.0,rosemary avery,,
6801,American Economic Review,2011.0,roy chen,,
6803,The Quarterly Journal of Economics,2016.0,rucker c. johnson,,
6804,Econometrica,2009.0,rudolf müller,,
6806,The Quarterly Journal of Economics,2004.0,rui castro,,
6807,Review of Economic Studies,2009.0,rui castro,,
6810,Journal of Political Economy,2018.0,ruiqing cao,,
6812,American Economic Review,2016.0,russ wermers,,
6814,Econometrica,2001.0,"rustichini, aldo",,
6817,Review of Economic Studies,2019.0,ryota iijima,,
6818,Econometrica,2019.0,ryota iijima,,
6819,Econometrica,2015.0,ryota iijima,,
6820,American Economic Review,2006.0,régis renault,,
6821,American Economic Review,2018.0,réka juhász,,
6822,Review of Economic Studies,2019.0,s nageeb ali,,
6824,Econometrica,2011.0,s. darolles,,
6825,Econometrica,2012.0,s. malamud,,
6826,Review of Economic Studies,2009.0,s. n. slavov,,
6829,Econometrica,2008.0,sabine kröger,,
6830,American Economic Review,2017.0,sabrina t. howell,,
6831,American Economic Review,2014.0,sahil raina,,
6832,American Economic Review,2011.0,sally e. sadoff,,
6833,American Economic Review,2016.0,salomé baslandze,,
6834,American Economic Review,2016.0,salvador barberà,,
6835,Journal of Political Economy,2019.0,samuel bowles,,
6836,The Quarterly Journal of Economics,2000.0,samuel bowles,,
6837,American Economic Review,2016.0,samuel kortum,,
6838,Journal of Political Economy,2004.0,samuel kortum,,
6839,Econometrica,2002.0,samuel kortum,,
6840,Econometrica,2011.0,samuel kortum,,
6841,American Economic Review,2003.0,samuel kortum,,
6842,Review of Economic Studies,2015.0,samuel lee,,
6843,American Economic Review,2017.0,samuel lundstrom,,
6844,Econometrica,2001.0,"samuelson, larry",,
6846,Econometrica,2013.0,sangmok lee,,
6847,Review of Economic Studies,2017.0,sangmok lee,,
6848,Journal of Political Economy,2011.0,sangmok lee,,
6849,Journal of Political Economy,2009.0,sanjay k. dhar,,
6853,The Quarterly Journal of Economics,2017.0,sara b. heller,,
6854,Econometrica,2009.0,sara fisher ellison,,
6855,Review of Economic Studies,2006.0,sara graziano,,
6856,American Economic Review,2000.0,sara j. solnick,,
6858,The Quarterly Journal of Economics,2010.0,sarah reber,,
6859,Journal of Political Economy,2002.0,sarah tanner,,
6860,The Quarterly Journal of Economics,2012.0,sarah taubman,,
6861,Journal of Political Economy,2009.0,sarath sanga,,
6862,Review of Economic Studies,2018.0,sarolta laczó,,
6863,American Economic Review,2015.0,sascha c. füllbrunn,,
6864,Journal of Political Economy,2017.0,sascha kurz,,
6865,American Economic Review,2018.0,saten kumar,,
6866,American Economic Review,2001.0,saul pleeter,,
6869,Review of Economic Studies,2011.0,scott condie,,
6870,Review of Economic Studies,2018.0,scott cunningham,,
6871,American Economic Review,2002.0,scott fay,,
6873,American Economic Review,2014.0,scott j. weisbenner,,
6874,Review of Economic Studies,2016.0,scott nicholson,,
6875,American Economic Review,2002.0,scott schaefer,,
6876,American Economic Review,2011.0,scott stern,,
6877,Journal of Political Economy,2017.0,sebastian di tella,,
6878,American Economic Review,2019.0,sebastian di tella,,
6879,American Economic Review,2013.0,sebastian ebert,,
6880,American Economic Review,2015.0,sebastian ebert,,
6881,The Quarterly Journal of Economics,2007.0,sebastian galiant,,
6882,American Economic Review,2013.0,sebastian kr?gel,,
6883,American Economic Review,2012.0,sebastian kube,,
6884,Econometrica,2018.0,sebastian schweighoferâ kodritsch,,
6885,Econometrica,2000.0,semih koray,,
6886,Econometrica,2019.0,semih üslü,,
6887,American Economic Review,2008.0,seppo honkapohja,,
6888,Review of Economic Studies,2003.0,seppo honkapohja,,
6889,Journal of Political Economy,2003.0,sergei severinov,,
6890,Econometrica,2001.0,"serrano, roberto",,
6891,American Economic Review,2015.0,seth g. sanders,,
6892,Econometrica,2018.0,seth richardsâ shubik,,
6893,American Economic Review,2002.0,seth sanders,,
6894,American Economic Review,2002.0,seth sanders,,
6895,American Economic Review,2001.0,seung-weon yoo,,
6896,American Economic Review,2018.0,seunghoon na,,
6897,The Quarterly Journal of Economics,2018.0,sevgi yuksel,,
6898,American Economic Review,2014.0,shachar kariv,,
6899,American Economic Review,2007.0,shachar kariv,,
6900,American Economic Review,2004.0,shachar kariv,,
6901,American Economic Review,2007.0,shachar kariv,,
6902,American Economic Review,2006.0,shamena anwar,,
6903,The Quarterly Journal of Economics,2012.0,shamena anwar,,
6906,Journal of Political Economy,2017.0,shanker satyanath,,
6907,Journal of Political Economy,2004.0,shanker satyanath,,
6908,American Economic Review,2013.0,shanker satyanath,,
6909,American Economic Review,2009.0,sharon maccini,,
6914,The Quarterly Journal of Economics,2017.0,shaun larcom,,
6917,American Economic Review,2008.0,sheena mcconnell,,
6918,Review of Economic Studies,2008.0,sheena s. iyengar,,
6919,Journal of Political Economy,2010.0,sheena s. iyengar,,
6920,The Quarterly Journal of Economics,2006.0,sheena s. iyengar,,
6921,American Economic Review,2002.0,shelby gerking,,
6922,American Economic Review,2007.0,shelby gerking,,
6923,Econometrica,2001.0,"shephard, neil",,
6925,American Economic Review,2011.0,shimon kogan,,
6926,American Economic Review,2008.0,shinobu nakagawa,,
6927,Econometrica,2016.0,shiri alon,,
6928,American Economic Review,2018.0,shiv saini,,
6929,American Economic Review,2012.0,shiv saini,,
6930,Journal of Political Economy,2004.0,shlomo benartzi,,
6931,American Economic Review,2001.0,shlomo benartzi,,
6932,Econometrica,2004.0,shmuel baruch,,
6933,Econometrica,2013.0,shmuel baruch,,
6934,American Economic Review,2018.0,shoumitro chatterjee,,
6935,American Economic Review,2010.0,shubham chaudhuri,,
6936,Review of Economic Studies,2008.0,shubham chaudhuri,,
6937,American Economic Review,2006.0,shubham chaudhuri,,
6938,American Economic Review,2002.0,silvia ardagna,,
6939,Econometrica,2015.0,silvio micali,,
6940,American Economic Review,2010.0,simon gachter,,
6941,American Economic Review,2000.0,simon gachter,,
6947,Review of Economic Studies,2011.0,ski,,
6949,Econometrica,2013.0,sokbae lee,,
6950,American Economic Review,2011.0,sokbae lee,,
6951,Econometrica,2018.0,sokbae lee,,
6952,Econometrica,2009.0,sokbae lee,,
6953,Econometrica,2007.0,sokbae lee,,
6954,Econometrica,2014.0,sokbae lee,,
6960,Journal of Political Economy,2014.0,sonja b. starr,,
6961,The Quarterly Journal of Economics,2018.0,sonja starr,,
6962,Review of Economic Studies,2019.0,soojin kim,,
6963,The Quarterly Journal of Economics,2018.0,souphala chomsisengphet,,
6964,Journal of Political Economy,2017.0,souphala chomsisengphet,,
6965,The Quarterly Journal of Economics,2015.0,souphala chomsisengphet,,
6966,Econometrica,2001.0,"spokoiny, vladimir g",,
6967,Econometrica,2014.0,srihari govindan,,
6968,Econometrica,2009.0,srihari govindan,,
6969,The Quarterly Journal of Economics,2002.0,stacy berg dale,,
6970,Journal of Political Economy,2003.0,"stambaugh, robert f.",,
6972,Journal of Political Economy,2016.0,stanley s. reynolds,,
6973,Econometrica,2006.0,stefan g. n. hoderlein,,
6974,Review of Economic Studies,2010.0,stefan haigner,,
6975,Journal of Political Economy,2015.0,stefan krasa,,
6976,Econometrica,2003.0,stefan krasa,,
6977,Econometrica,2000.0,stefan krasa,,
6978,American Economic Review,2014.0,stefan krasa,,
6980,The Quarterly Journal of Economics,2012.0,stefanie sieber,,
6990,American Economic Review,2009.0,stefano demichelis,,
6991,American Economic Review,2008.0,stefano demichelis,,
6992,American Economic Review,2001.0,stefano g. athanasoulis,,
6993,Journal of Political Economy,2005.0,stefano m. bertozzi,,
6994,American Economic Review,2017.0,stephan seiler,,
6995,American Economic Review,2016.0,stephan seiler,,
6996,Review of Economic Studies,2015.0,stephan seiler,,
6997,American Economic Review,2011.0,stephanie e. curcuru,,
6998,The Quarterly Journal of Economics,2008.0,stephanie e. curcuru,,
6999,American Economic Review,2014.0,stephanie houghton,,
7000,The Quarterly Journal of Economics,2010.0,stephanie riegg cellini,,
7001,Review of Economic Studies,2006.0,stephanie schmitt-grohé,,
7002,American Economic Review,2018.0,stephanie schmitt-grohé,,
7003,Journal of Political Economy,2016.0,stephanie schmitt-grohé,,
7007,American Economic Review,2005.0,stephen ansolabehere,,
7008,The Quarterly Journal of Economics,2014.0,stephen b. billings,,
7011,American Economic Review,2002.0,stephen e. haynes,,
7012,American Economic Review,2010.0,stephen e. haynes,,
7033,Econometrica,2004.0,stephen r. cosslett,,
7036,Journal of Political Economy,2001.0,stephen v. cameron,,
7037,Journal of Political Economy,2004.0,stephen v. cameron,,
7040,American Economic Review,2006.0,stephen weinberg,,
7043,Review of Economic Studies,2004.0,steve berry,,
7044,American Economic Review,2007.0,steven a. morrison,,
7045,The Quarterly Journal of Economics,2015.0,steven callande,,
7074,American Economic Review,2016.0,steven r. grenadier,,
7075,Econometrica,2002.0,steven r. williams,,
7076,American Economic Review,2013.0,steven raphael,,
7084,American Economic Review,2001.0,steven weinberg,,
7085,American Economic Review,2010.0,stijn ferrari,,
7086,Econometrica,2001.0,"strausz, roland",,
7087,The Quarterly Journal of Economics,2019.0,stuart v craig,,
7088,Econometrica,2010.0,stèphane villeneuve,,
7089,Econometrica,2019.0,stéphane bonhomme,,
7090,Review of Economic Studies,2010.0,stéphane bonhomme,,
7091,Econometrica,2015.0,stéphane bonhomme,,
7092,Review of Economic Studies,2009.0,stéphane bonhomme,,
7093,Econometrica,2009.0,stéphane bonhomme,,
7094,Econometrica,2017.0,stéphane bonhomme,,
7095,Econometrica,2012.0,stéphane bonhomme,,
7096,Econometrica,2017.0,stéphane bonhomme,,
7097,Review of Economic Studies,2012.0,stéphane bonhomme,,
7098,Review of Economic Studies,2019.0,stéphane carcillo,,
7099,American Economic Review,2015.0,stéphane guibaud,,
7100,Review of Economic Studies,2013.0,su wang,,
7101,American Economic Review,2002.0,subodh kumar,,
7102,American Economic Review,2012.0,subramaniam ramanarayanan,,
7103,The Quarterly Journal of Economics,2000.0,sudhir alladi venkatesh,,
7104,Journal of Political Economy,2017.0,sungjin cho,,
7105,Review of Economic Studies,2010.0,sungjin cho,,
7106,The Quarterly Journal of Economics,2018.0,supreet kaur,,
7107,Journal of Political Economy,2015.0,supreet kaur,,
7108,American Economic Review,2019.0,supreet kaur,,
7109,Econometrica,2000.0,surajit ray,,
7110,American Economic Review,2016.0,surendrakumar bagde,,
7114,Journal of Political Economy,2002.0,suresh m. sundaresan,,
7115,Journal of Political Economy,2016.0,suresh naidu,,
7116,The Quarterly Journal of Economics,2011.0,suresh naidu,,
7117,American Economic Review,2013.0,suresh naidu,,
7118,American Economic Review,2014.0,suresh naidu,,
7119,Journal of Political Economy,2019.0,suresh naidu,,
7121,American Economic Review,2012.0,susan e. woodward,,
7122,American Economic Review,2010.0,susan e. woodward,,
7125,American Economic Review,2017.0,susanna loeb,,
7132,American Economic Review,2009.0,susanne ohlendorf,,
7134,Econometrica,2001.0,"swinkels, jeroen m",,
7136,Econometrica,2018.0,sã©verine toussaert,,
7137,Review of Economic Studies,2005.0,sébastien pouget,,
7138,Journal of Political Economy,2018.0,sébastien roux,,
7139,Econometrica,2009.0,sílvia gonçalves,,
7140,Econometrica,2012.0,søren johansen,,
7141,American Economic Review,2010.0,søren leth-petersen,,
7142,The Quarterly Journal of Economics,2014.0,søren leth-petersen,,
7143,Econometrica,2011.0,søren pedersen,,
7144,Econometrica,2004.0,søren tolver jensen,,
7145,American Economic Review,2017.0,tahir andrabi,,
7146,Journal of Political Economy,2009.0,tai-wei hu,,
7147,Econometrica,2013.0,taisuke otsu,,
7148,Econometrica,2012.0,taisuke otsu,,
7149,Econometrica,2014.0,takashi hayashi,,
7150,The Quarterly Journal of Economics,2012.0,takashi kunimoto,,
7151,American Economic Review,2002.0,takashi yamashita,,
7152,Journal of Political Economy,2018.0,takuo sugaya,,
7153,The Quarterly Journal of Economics,2014.0,tal gross,,
7154,Econometrica,2019.0,tamás fleiner,,
7155,Econometrica,2018.0,tangren feng,,
7156,The Quarterly Journal of Economics,2010.0,tanmoy mukherjee,,
7157,American Economic Review,2016.0,tano santos,,
7158,American Economic Review,2004.0,tano santos,,
7159,Journal of Political Economy,2006.0,tano santos,,
7160,Journal of Political Economy,2004.0,tano santos,,
7161,The Quarterly Journal of Economics,2001.0,tano santos,,
7162,The Quarterly Journal of Economics,2001.0,tano santos,,
7163,The Quarterly Journal of Economics,2011.0,tano santos,,
7175,American Economic Review,2018.0,tarek ghani,,
7176,American Economic Review,2019.0,tarik umar,,
7177,American Economic Review,2001.0,tasneem chipty,,
7178,Journal of Political Economy,2006.0,tat y. chan,,
7179,Review of Economic Studies,2016.0,tat y. chan,,
7180,Econometrica,2011.0,tavneet suri,,
7181,American Economic Review,2014.0,tavneet suri,,
7182,American Economic Review,2013.0,tayfun s?nmez,,
7183,The Quarterly Journal of Economics,2004.0,tayfun sönmez,,
7184,Journal of Political Economy,2018.0,tayfun sönmez,,
7185,American Economic Review,2002.0,tayfun sönmez,,
7186,American Economic Review,2003.0,tayfun sönmez,,
7187,American Economic Review,2013.0,tayfun sönmez,,
7188,Journal of Political Economy,2013.0,tayfun sönmez,,
7189,American Economic Review,2007.0,tayfun sönmez,,
7190,Econometrica,2001.0,"taylor, alan m",,
7191,The Quarterly Journal of Economics,2004.0,teck-hua ho,,
7192,American Economic Review,2009.0,teck-hua ho,,
7193,The Quarterly Journal of Economics,2019.0,teodora boneva,,
7194,Review of Economic Studies,2000.0,terrence hendershott,,
7195,Review of Economic Studies,2013.0,terrence hendershott,,
7196,American Economic Review,2009.0,terry e. daniel,,
7197,American Economic Review,2017.0,thais lærkholm jensen,,
7198,American Economic Review,2009.0,theodore c. bergstrom,,
7199,American Economic Review,2006.0,theodore c. bergstrom,,
7200,Review of Economic Studies,2019.0,theodore koutmeridis,,
7201,Review of Economic Studies,2019.0,theresa kuchler,,
7202,Journal of Political Economy,2018.0,theresa kuchler,,
7211,Journal of Political Economy,2005.0,thomas de garidel-thoron,,
7212,American Economic Review,2012.0,thomas eichner,,
7219,The Quarterly Journal of Economics,2008.0,thomas ferguson,,
7220,American Economic Review,2017.0,thomas fujiwara,,
7221,Econometrica,2015.0,thomas fujiwara,,
7222,Journal of Political Economy,2016.0,thomas fujiwara,,
7223,American Economic Review,2000.0,thomas g. mcguire,,
7224,American Economic Review,2018.0,thomas g. wollmann,,
7225,Journal of Political Economy,2001.0,thomas gale moore,,
7226,American Economic Review,2003.0,thomas hertz,,
7235,Econometrica,2003.0,thomas j. rothenberg,,
7246,American Economic Review,2003.0,thomas m. stoker,,
7247,Journal of Political Economy,2015.0,thomas macurdy,,
7248,American Economic Review,2003.0,thomas n. hubbard,,
7249,American Economic Review,2003.0,thomas n. hubbard,,
7250,The Quarterly Journal of Economics,2004.0,thomas n. hubbard,,
7251,The Quarterly Journal of Economics,2000.0,thomas n. hubbard,,
7253,Review of Economic Studies,2015.0,thomas noll,,
7255,Econometrica,2001.0,thomas romer,,
7256,The Quarterly Journal of Economics,2016.0,thomas sampson,,
7257,American Economic Review,2017.0,thomas sampson,,
7259,American Economic Review,2012.0,thomas stockl,,
7260,Econometrica,2009.0,thomas trger,,
7261,Econometrica,2019.0,thomas tröger,,
7262,Econometrica,2006.0,thomas tröger,,
7263,Review of Economic Studies,2014.0,thomas tröger,,
7264,American Economic Review,2014.0,thomas vischer,,
7265,Journal of Political Economy,2004.0,thomas w. gilligan,,
7266,Econometrica,2001.0,"thomas, jonathan p",,
7267,Review of Economic Studies,2001.0,thorsten hens,,
7268,Econometrica,2000.0,thorsten hens,,
7269,American Economic Review,2018.0,thành nguyen,,
7277,American Economic Review,2004.0,tilman borgers,,
7278,Econometrica,2004.0,tilman börgers,,
7279,Econometrica,2019.0,tilman börgers,,
7280,American Economic Review,2003.0,tim d. spector,,
7281,American Economic Review,2011.0,tim erickson,,
7282,The Quarterly Journal of Economics,2005.0,tim groseclose,,
7283,American Economic Review,2015.0,tim landvoigt,,
7284,Journal of Political Economy,2019.0,tim mcquade,,
7285,American Economic Review,2019.0,tim mcquade,,
7286,The Quarterly Journal of Economics,2018.0,tim squires,,
7287,Review of Economic Studies,2018.0,timothy b armstrong,,
7288,Econometrica,2016.0,timothy b. armstrong,,
7289,Econometrica,2018.0,timothy b. armstrong,,
7291,Journal of Political Economy,2000.0,timothy erickson,,
7292,Journal of Political Economy,2010.0,timothy erickson,,
7301,Review of Economic Studies,2015.0,timothy johnson,,
7302,American Economic Review,2011.0,timothy k. m. beatty,,
7303,Econometrica,2017.0,timothy m. christensen,,
7304,Econometrica,2018.0,timothy m. christensen,,
7308,American Economic Review,2001.0,timothy r. berry,,
7309,American Economic Review,2012.0,timothy simcoe,,
7310,Review of Economic Studies,2008.0,timur kuran,,
7311,The Quarterly Journal of Economics,2019.0,ting chen,,
7312,Econometrica,2001.0,"tirole, jean",,
7313,The Quarterly Journal of Economics,2016.0,tobias j. moskowitz,,
7314,The Quarterly Journal of Economics,2005.0,tobias j. moskowitz,,
7315,Journal of Political Economy,2001.0,tobias j. moskowitz,,
7316,American Economic Review,2002.0,tobias j. moskowitz,,
7317,American Economic Review,2012.0,tobias kretschmer,,
7318,American Economic Review,2019.0,tobias salz,,
7320,American Economic Review,2014.0,todd rogers,,
7322,Econometrica,2001.0,"todd, petra",,
7324,Review of Economic Studies,2018.0,tom kirchmaier,,
7325,American Economic Review,2015.0,tom krebs,,
7326,The Quarterly Journal of Economics,2003.0,tom krebs,,
7327,American Economic Review,2007.0,tom krebs,,
7328,American Economic Review,2008.0,tom nicholas,,
7329,Review of Economic Studies,2016.0,tom s. vogl,,
7330,The Quarterly Journal of Economics,2013.0,tom s. vogl,,
7331,American Economic Review,2007.0,tom tyler,,
7332,American Economic Review,2018.0,tom vogl,,
7333,Review of Economic Studies,2018.0,tom y chang,,
7336,American Economic Review,2012.0,tomas rodriguez-barraquer,,
